ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Example_Comment_English,Example_URL,Sense_IDs
XV002426,tkw,"Noma, dapa Lovono li-ovei pe li-via samame dapa Tawo.",,,The Lovono1 tribe used to wage war against the Tetawo1 tribe.,,,,,SN002240 ; SN002505
XV002427,tkw,"Viñe teupu tete we teva, bwara kape votobo eo.",,,"Three of four cups, that may be enough for you.",,,,,SN002242
XV002428,tkw,"E, dap' tete! Pi-ka vele?",,,"Hey, you three! Where are you coming from?",,,,,SN002242
XV002429,tkw,"Wako, u-tetele!",,,"Alright, start!",,,,,SN002244
XV002430,tkw,Ka la-tetele na Pakare.,,,They started (their journey) in Pakare.,,,,https://doi.org/10.24397/pangloss-0003352#S131,SN002244
XV002431,tkw,I-tetele buro.,,,He started a song.,,,,,SN002245
XV002432,tkw,"Tetevo, piene adapa tete: iote piene adapa Asubuo, iote Nebao, iote Tanibili.",,,"Utupua has three languages: one is Asubuo, one Nebao, one Tanibili.",,,,,SN002246
XV002433,tkw,piene adapa Tetevo,,,[the language of the Tetevo area] Tanibili language,,,,,SN002247
XV002434,tkw,Le-la teuko ne jokoro me le-katei ñe namuko.,,,"Let's take our bamboo fishing rod, and go angling for fish.",,,,,SN002248
XV002435,tkw,Kape ne-ioi teuko ko.,,,But first let me go fishing.,,,,,SN002249
XV002436,tkw,"Viñe teipu tete we teva, bwara kape votobo eo.",,,Three or four cups of kava should be enough for you.,,,,,SN002255 ; SN002631
XV002437,tkw,Apali pon ka i-vilu i-le tev' iu re!,,,That child ran away in that (upward) direction!,,,,,SN002257 ; SN002280
XV002438,tkw,"Ie da viñevi tev' tawo, ka ie da penuo tev' iu.",,,"The [house] for women is downward, the one for men is upward.",,,,,SN002257
XV002439,tkw,Monone adapa kape i-wene teve kia na.,,,Their trunk will remain with you and me.,,,,https://doi.org/10.24397/pangloss-0003269#S12,SN002260
XV002440,tkw,"A-rom, na vilo engaiote! Vilo pon i-vio teve kiapa tae.",,,Look at this strange plant! We don't have it (in our island). [lit. That plant doesn't exist with us.],,,,https://doi.org/10.24397/pangloss-0003353#S25,SN002260
XV002441,tkw,vitoko teve ene,,,close to me,,,,,SN002262
XV002442,tkw,"Nganae li-ko li-ajau, na i-wene moli teve dapa.",,,Everything they wanted to do ended up being easy to them.,,,,,SN002262
XV002443,tkw,Ni-romo viko i-aiae teve ene.,,,I realise that money is a problem for me.,,,,,SN002262
XV002444,tkw,Tev’ eo!,,,It's up to you!,,,predicative,,SN002262
XV002445,tkw,"I-ium’ i-le, i-tau uro i-wene ne basa kuo iape teve tilu pon.",,,"First, he will burn some charcoal and rub it onto the two ends of his canoe.",,,magic on a canoe,https://doi.org/10.24397/pangloss-0003350#S19,SN002264
XV002446,tkw,Sitoa i-wene tev' ai' one.,,,[a store existed with my father] My father had a business.,,,,,SN002265
XV002447,tkw,"Nganae awa dapa i-viaene, na, i-wen' teve dapa.",,,"Whatever they want, they have it.",,,Paradise,,SN002265
XV002448,tkw,Kunini ka i-teve!,,,Your tablet is melting!,,,,,SN002266
XV002449,tkw,Ni-si teveliko.,,,I'm blowing in the conch.,,,,,SN002268
XV002450,tkw,Mata ene tevie i-meli.,,,My eye is hurting on one side.,,,,,SN002269
XV002451,tkw,Sekele peini jebute upa i-wene ne tevie.,,,Our taro garden is located close to here [lit. on the side],,,,,SN002270
XV002452,tkw,"Dapa li-somoli tevie, ka tevie i-le.",,,"They destroyed part (of the ship), but another part went safe.",,,,,SN002273
XV002453,tkw,"Ne moe puo re? – Tae, ne tevie tev' iu i-ka m'jaka.",,,In this house down there? – No; a bit further up [lit. on the side towards up a little].,,,,,SN002274
XV002454,tkw,"Dapa tevie teve tadoe, we?",,,"They are rather on the supernatural (rather than human) side, right?",,,Goblins,,SN002275
XV002455,tkw,Kia la-vete piene tevie tev' tadoe.,,,Let's talk about spirits.,,,,,SN002276
XV002456,tkw,"Toplau tilu. Ie da viñevi tev’ tawo, ka ie da penuo tev’ iu.",,,"There are two ritual houses. The one for women is located down, the one for men is up.",,,,,SN002281
XV002457,tkw,"Li-toe kuo wako, li-ajau tiame wako, i-viñi dapa gete iape i-ko “Wako le-le le-katei.”",,,"Once they had carved the canoe, once they had carved the notches, he told his youngsters: “Alright, let's drag it now!”",,,,,SN002283
XV002458,tkw,kwa-tilu tamana totibi,,,twenty seven,,,,,SN002286
XV002459,tkw,Vonila wako tiei.,,,"Good evening, my friend.",,,,,SN002288
XV002460,tkw,"Ebele piene, tiei.",,,"You're right, brother.",,,,,SN002288
XV002461,tkw,"Awis pine, tiei !",,,"Thanks, bro!",,,,,SN002288
XV002462,tkw,"Tilio, we tieli?",,,"Is he your brother, or his/her brother?",,,anaphoric 3s possessor,,SN002289
XV002463,tkw,tieli mwalkote,,,[his/her sibling male] his/her brother,,,,,SN002289
XV002464,tkw,tieli emele,,,[his/her sibling female] his/her sister,,,,,SN002289
XV002465,tkw,tieli ete,,,your mother's sibling,,,NP possessor,,SN002289
XV002466,tkw,tieli Stanley,,,Stanley's sibling,,,,,SN002289
XV002467,tkw,"Emele iote i-ve ini, ka emele iote i-ve ene, da tieli.",,,"The woman who gave birth to him, and the one who gave birth to me, they were sisters.",,,reciprocal predicate,,SN002289 ; SN002448
XV002468,tkw,U-tigiri se ene etapu!,,,Stop splashing at me!,,,,,SN002290
XV002469,tkw,bwogo tili,,,five days,,,,,SN002291
XV002470,tkw,tili' one emele,,,[my female sibling] my sister,,,,,SN002292
XV002471,tkw,tili' one mwalkote,,,[my male sibling] my brother,,,,,SN002292
XV002472,tkw,"Tili' one pine, moe iape na ta.",,,"My big brother, here is his house.",,,,,SN002292
XV002473,tkw,ne metele tilu-tae,,,[in the eighth month] in August,,,,,SN002296
XV002474,tkw,tinakula Gawa,,,the volcano of Gaua (in Vanuatu),,,,,SN002298
XV002475,tkw,Viko peini kape tivi?,,,How much will it cost? [its money will (be) how much?],,,Future tense,,SN002300 ; SN002530
XV002476,tkw,li-nge to,,,chew sugarcane,,,,,SN002301
XV002477,tkw,Ne-bo to ne-min' eo.,,,I'm cutting some sugarcane for you.,,,,,SN002301
XV002478,tkw,"Li-pinoe li-pinoe, ra ra ra ra ra ra – i-le to bwogo.",,,They danced on and on and on – until the middle of the night.,,,,https://doi.org/10.24397/pangloss-0003352#S36,SN002303
XV002479,tkw,ne to Temwo ka Tetaw,,,between Temwo and Tetawo,,,,,SN002304
XV002480,tkw,I-to ñe kuo iape.,,,He's poling his boat.,,,,,SN002306
XV002481,tkw,U-tobo ma ene etapu!,,,Stop poking my arm!,,,,,SN002309
XV002482,tkw,I-tobo tanoe pon i-vene.,,,"It made a hole from below the ground, and came out of it.",,,,,SN002310
XV002483,tkw,Kape le-tobo ñe kangele teuko ono me le-mede ñe namuko.,,,"We'll hook it on your hook, to attract fish.",,,,,SN002311
XV002484,tkw,Ni-tobo ñe mataruene.,,,[lit. I'm poking at the door] I'm measuring the door (using my fingers).,,,,,SN002313
XV002485,tkw,"Le-go dapa: pon li-tobo ñi, li-ko pon basavono peini pe li-pei idi.",,,"They gird themselves: that way, they signal it's a day of rejoicing.",,,,https://doi.org/10.24397/pangloss-0003350#S14,SN002314
XV002486,tkw,Dapa kula ka li-le li-toe longe ne ngogoro.,,,Some men went to cut firewood in the bush.,,,,,SN002317
XV002487,tkw,"Tepapa, li-toe kara nebe li-bo nga kulaña metele.",,,"To make a stomping board, you cut a root of rosewood tree, and carve it (~bo) in the shape of a semi-circle.",,,,,SN002317
XV002488,tkw,li-toe sela,,,cut the umbilical chord,,,,,SN002317
XV002489,tkw,Li-toe udo,,,cut some bananas,,,,,SN002318
XV002490,tkw,I-toe kuo iape.,,,He cut himself a canoe.,,,,,SN002319
XV002491,tkw,"Awoiu kape le-toe langasuo peini, ka nengele wamitaka.",,,Then you make the rail (for the canoe) as well as the smaller pegs.,,,,,SN002319
XV002492,tkw,I-toe ñe utele temotu tilu pon!,,,"He destroyed the two islets. [lit. he chopped at the islets, by throwing stones]",,,,https://doi.org/10.24397/pangloss-0003352#S112,SN002320
XV002493,tkw,wavilo / watogobe peini tokoli,,,tie-beams supporting the floor structure,,,,,SN002325
XV002494,tkw,Metele ka i-tomoe.,,,The moon has disappeared (it is no longer visible).,,,,https://doi.org/10.24397/pangloss-0003351#S148,SN002331
XV002495,tkw,Viko iadapa katae ka i-tomoe.,,,Their treasure had disappeared.,,,,,SN002331
XV002496,tkw,tomwona pe li-kila idi,,,a special pudding for wedding,,,,,SN002333
XV002497,tkw,Tomoro wako!,,,Good day! (around midday),,,greeting,,SN002334
XV002498,tkw,Nanana ne tomoro wako ni-romo apali iote i-labu.,,,"Today at midday, I saw a child holding it.",,,,,SN002336
XV002499,tkw,"tone, pe li-to ñe kuo",,,a pole for poling the boat,,,,,SN002338
XV002500,tkw,"Uña udo pe i-ako, li-lui i-avo ne tone.",,,The ripe bananas had been put to hang from the hook.,,,,,SN002339 ; SN002376 ; SN002399
XV002501,tkw,Tone peini emele po tivi? – Savene tilu.,,,How much should I pay for this woman? – Two money mats (savene1).,,,,,SN002340
XV002502,tkw,Ei! Dapa! Na toñaki ae na? Na toñaki we tepuke?,,,"Hey, people! What sort of ship is that? Is it a European ship, or a Polynesian sailing canoe?",,,,,SN002343
XV002503,tkw,piene peini toñaki ie Laperus,,,the story of Lapérouse's ship,,,,,SN002343
XV002504,tkw,"Tonge iote pine pon, savene i-koie.",,,Inside that long basket was a bride doily.,,,,https://doi.org/10.24397/pangloss-0003352#S130,SN002345
XV002505,tkw,"U-la tongo jebute na, me u-kamai me la-lui me la-iu.",,,"Take this taro shoot, and go bury it in the ground.",,,,,SN002346
XV002506,tkw,Jeboro ini tongolukilo iote.,,,Wild basil is (used as) a medicinal plant.,,,,,SN002349
XV002507,tkw,"Moe uña dapa gete, enga ini Moe Toplau.",,,The house of young men is called the Toplau house.,,,,,SN002351
XV002508,tkw,"Teliki, samame dap' wopine, dapa gete, ne toplau; da viñevi, ne mwoe.",,,"The chief, together with elders and young boys, can go in the men’s club; but women stay in their houses.",,,,https://doi.org/10.24397/pangloss-0003351#S127,SN002351
XV002509,tkw,toplau ie daviñevi,,,a special house for women,,,,,SN002353
XV002510,tkw,"Ini i-ka ne basa aplaka pon, po li-ko “Toplau ie da viñevi” pon.",,,He arrived at the small mountain known as “Women's house”.,,,,,SN002354
XV002511,tkw,Ni-ko ne-wasi kaipa ñe Toplau mwa gete na.,,,I wanted to tell you about the Men's Initiation house.,,,,,SN002355
XV002512,tkw,"Ba-romo Toplau mwa gete pe i-ka mina tanoe pon, i-vio.",,,"We saw the Men's initiation house come out of the ground, and stand in front of us.",,,myth of Toplau mwa gete,,SN002355
XV002513,tkw,Ni-wo topola 'none ne die 'ne.,,,I'm carrying my bag on my back (hanging on my forehead).,,,,,SN002356 ; SN002744
XV002514,tkw,I-totoe jebute iape.,,,He cut his taro in small pieces.,,,,,SN002357
XV002515,tkw,I-la totokale ai’ iape.,,,[he's taken the likeness of his father] He looks like his father!,,,,,SN002359
XV002516,tkw,Ene ni-rom ne totokale.,,,I saw it on a photo / on TV.,,,,,SN002360
XV002517,tkw,"Ka i-wene peini u-totoñe via kome, via wele, tekumete, nga pon.",,,"The stingray sander (bele voro1) can be used for sanding axe handles, paddles, wooden dishes, and so on.",,,,,SN002361 ; SN002503
XV002518,tkw,"Li-toulo i-avo, li-toulo ne toñaki apilaka.",,,They hooked it up upon a small boat.,,,anchor,,SN002362
XV002519,tkw,Dapa li-woi nuduro ne touro.,,,They put up taboo signs on the shore.,,,,,SN002363
XV002520,tkw,Metele ka i-tovi.,,,The moon has come out.,,,,,SN002365
XV002521,tkw,Li-tuku temamene i-abu.,,,They lowered the basket down (with a rope).,,,,,SN002368
XV002522,tkw,"U-la kuli re pe i-bu, u-tuku ne motono.",,,"Take that dead dog, and get rid of it in the ocean.",,,,,SN002369
XV002523,tkw,"Mwaliko pon, li-tuku ini i-abu ne revo.",,,That man was pushed and sunk in the sea.,,,,,SN002369
XV002524,tkw,"I-le i-le i-le i-le ponu, ini i-tuku in’ i-abu.",,,He let himself go down (along the rope).,,,,,SN002370
XV002525,tkw,"Jebute i-karau i-vene awoiu, i-tuku ini i-abu.",,,"When your taro has finished growing up, it will bend itself down.",,,,,SN002370 ; SN002466
XV002526,tkw,metele tuo,,,six months,,,,https://doi.org/10.24397/pangloss-0003351#S15,SN002371
XV002527,tkw,Abu u-u tebol pon.,,,Could you please wipe that table?,,,,,SN002372
XV002528,tkw,U-wai u-mabui!,,,Paddle slowly!,,,,https://doi.org/10.24397/pangloss-0003351#S36,SN002373 ; SN002653
XV002529,tkw,Nga u-ium’ u-viñ' ene!,,,You should have told me!,,,,,SN002373
XV002530,tkw,Ubuko urene.,,,The bay is quiet.,,,,,SN002374 ; SN002405
XV002531,tkw,ubuko Raboe,,,"Saboe Bay, on the southern coast of Banie island",,,,,SN002374
XV002532,tkw,li-vo udo,,,plant a banana tree,,,,,SN002375
XV002533,tkw,mouro udo / taña udo,,,banana bundle,,,,,SN002375
XV002534,tkw,bele udo,,,skin of banana fruit,,,,,SN002375
XV002535,tkw,Udo ono pe a-vo ka i-wo.,,,The banana trees which you planted have already borne their fruits.,,,,,SN002375 ; SN002748
XV002536,tkw,Udo kata kape ka moso.,,,The bananas are almost ripe.,,,,,SN002375
XV002537,tkw,"Udo, enga tilu: udo vaiene, ka udo vakaero.",,,"They had two types of bananas: vaiene, and vakaero.",,,,https://doi.org/10.24397/pangloss-0003351#S103,SN002379
XV002538,tkw,Tengiro i-udu.,,,Her tears were dripping.,,,,,SN002381
XV002539,tkw,uie vilo,,,a (plant) leaf,,,,,SN002382
XV002540,tkw,ule uie wopine,,,k.o. vine with large leaves,,,,,SN002382 ; SN002766
XV002541,tkw,"Mawene, ini bete peini uie luro.",,,A ‘mawene’ is a mat made of coconut leaves.,,,,,SN002385
XV002542,tkw,Viavia ini ukiliro.,,,Its plumage is quite colourful.,,,,,SN002387 ; SN002522
XV002543,tkw,uk’ one mwalkote,,,my father-in-law,,,,,SN002391
XV002544,tkw,uk’ one emele,,,my mother-in-law,,,,,SN002391
XV002545,tkw,"Uk' one tilu, kape ne-vete enga da metae.",,,"My parents-in-law, I am not allowed to utter their names.",,,,,SN002391
XV002546,tkw,da uk’ iape,,,a pair consisting of a parent-in-law and their child-in-law,,,dyadic pair,,SN002391
XV002547,tkw,Eo uñebe iote!,,,You're quite a flirt!,,,,,SN002400
XV002548,tkw,"Neido uñebe, ini mwaliko pe awa i-viane daviñevi tamwase.",,,"A womanizer [lit. a womanizer kid], that's a man who likes women too much.",,,,,SN002400
XV002549,tkw,li-wowo uo,,,plant yams,,,,,SN002401
XV002550,tkw,li-vai uo,,,bake yams,,,,,SN002401 ; SN002429
XV002551,tkw,Pi-ka pi-abui ‘tool’ upa pi-ko me p-ajau toñaki iote.,,,We took our tools down (from the ship) so as to build another boat.,,,,,SN002403
XV002552,tkw,ai’ upa,,,our father,,,,,SN002404
XV002553,tkw,Revo urene.,,,The sea is calm.,,,,,SN002405
XV002554,tkw,Urene wako.,,,[the calm is fine] The sea is fine.,,,,,SN002406
XV002555,tkw,vese uro,,,piece of charcoal,,,,,SN002408 ; SN002473
XV002556,tkw,Dapa noma li-labu uro abia tamwaliko me li-abu ñe idi.,,,People in the past used to use black magic to kill people.,,,,,SN002411
XV002557,tkw,Li-woi okoro ñe utedie ini.,,,They stuck a knife in his back.,,,,,SN002415 ; SN002749
XV002558,tkw,ne utele vewo pine ponu,,,at the base of that big chestnut tree over there,,,,,SN002418 ; SN002495
XV002559,tkw,Utele i-vian' eo?,,,Are you so prosperous? [lit. do roots trip you up? – cf. ~viane1],,,proverbial,,SN002418
XV002560,tkw,I-toe ñe utele temotu tilu pon!,,,He destroyed the two islets. [lit. the base of the islets],,,,https://doi.org/10.24397/pangloss-0003352#S112,SN002419
XV002561,tkw,utele buro,,,the beginning of the song,,,,,SN002420
XV002562,tkw,~teli utele,,,[lit. lay base] start s.th.,,,,,SN002420
XV002563,tkw,Uvilo i-e vilo.,,,Rats eat wood.,,,,,SN002421
XV002564,tkw,Keba kape ba-vagas' eo Ostrelia.,,,We will come to (visit) you in Australia.,,,,,SN002424
XV002565,tkw,Mamote ni-vagasi Ezzy tae.,,,I haven't met Ezzy yet.,,,,,SN002424
XV002566,tkw,Emel' enone malaria i-vagasi.,,,My wife has malaria. [lit. malaria has caught her],,,,,SN002425
XV002567,tkw,Waiero i-vene ne kulumoe i-vagasi uña moe.,,,"The waves went up on dry land, reaching the houses.",,,,,SN002426
XV002568,tkw,Le-vai vioe ne awene.,,,We bake taro in the stone oven.,,,,,SN002429
XV002569,tkw,Pi-valangia nganae aipa ponu?,,,What are you guys carrying (on your sticks)?,,,,,SN002434
XV002570,tkw,Vana li-atevo eo.,,,They keep talking about you.,,,,,SN002436
XV002571,tkw,vangana aeve,,,sun light,,,,,SN002439
XV002572,tkw,vangana kanimoro,,,light of the stars,,,,,SN002439
XV002573,tkw,"Vao, we pe li-womanga?",,,"Is it wild, or tame?",,,,,SN002440 ; SN002711
XV002574,tkw,vongoro vao,,,wild almonds,,,,,SN002441 ; SN002616
XV002575,tkw,matamulue vao,,,wild variety of matamulue1 plant,,,,,SN002441
XV002576,tkw,Ka i-ve?,,,Has she given birth already?,,,birth expected,,SN002446
XV002577,tkw,Kulevelu ponu i-ovei pe i-ve waluluo ini moro abia na.,,,This hen is able to lay eggs every day.,,,,,SN002447
XV002578,tkw,"Emele i-te ne kulumoe, pe men’ iape mamote i-ve.",,,"The woman was staying in the village, as she had just given birth [lit. she was still giving birth to her child]",,,,https://doi.org/10.24397/pangloss-0003352#S48,SN002447
XV002579,tkw,Da ka lai-ve menu?,,,Do they already have a child?,,,,,SN002448
XV002580,tkw,Mwaliko pe emele da mwalik’ iape lai-ve enga ini Amo Lupo.,,,The boy who was born to that couple [lit. whom the woman and her man begat] was named Amo Lupo.,,,,,SN002448
XV002581,tkw,Li-ve eo vele?,,,Where were you born? [lit. where did they beget you],,,,,SN002449
XV002582,tkw,Li-pei idi pe moro pe li-ve eo ene!,,,Happy birthday! [lit. we rejoice at the day when you were born],,,,,SN002449
XV002583,tkw,"Dapa pe li-anu kava, li-e vebe ñe ponu, me kape ije dapa memia etapu.",,,"Kava drinkers eat cutnut right after it, to take away the bitter taste.",,,,,SN002450
XV002584,tkw,Li-vei (uie) kie / (uie) woubo.,,,weave pandanus leaves,,,,,SN002453
XV002585,tkw,"Ebele piene uo tae, na none veiko.",,,"This is not actual yam, this is a wild variety of Potato-yam.",,,,,SN002455
XV002586,tkw,"Li-apilo vekai wamtaka, biouro iape nga ne!",,,"They made small puddings, but still they were as long as this!",,,,,SN002456 ; SN002685
XV002587,tkw,Okoro 'naka pon i-wene vele?,,,So where's my knife?,,,,,SN002457 ; SN002722
XV002588,tkw,Aeve ka i-vene.,,,The sun has risen in the sky.,,,,,SN002462
XV002589,tkw,Li-vene ne kuo iadapa.,,,They climbed aboard their canoe.,,,,https://doi.org/10.24397/pangloss-0003351#S88,SN002463
XV002590,tkw,Ka i-le i-vene ne avie i-bi.,,,He climbed on the apple tree and picked an apple.,,,,https://doi.org/10.24397/pangloss-0003352#S53,SN002463
XV002591,tkw,Moe pon i-ven' iu tamwase.,,,That building goes very high up.,,,,,SN002464
XV002592,tkw,Webwe i-vene i-wen' ne ma dapa.,,,They were wearing armbands up their arms. [lit. armbands were going up on their arms],,,dancers,https://doi.org/10.24397/pangloss-0003352#S23,SN002464
XV002593,tkw,Kape ne-ven' ne-le ne kulumoe.,,,I'll travel east [lit. up] to the island (Vanikoro).,,,,,SN002465
XV002594,tkw,Apali i-maili i-ven' i-ka.,,,The child grew up.,,,,,SN002466
XV002595,tkw,Ni-venei ero ne mwoe.,,,I took some water up to my house.,,,,,SN002468
XV002596,tkw,"Ebel' ini me, pe a-venei network na.",,,It's a great thing that you set up this network.,,,,,SN002469
